Gene,Population 1,Population 2,Normalized lineage score,Significant guides,Total guides,,,,,,,,,,,,,,,,,,,,
Nabp2,GMP,MEP,-0.112423193,0,3,,,,,,,,,,,,,,,,,,,,
Maz,GMP,MEP,-0.113331484,0,3,,,,,,,,,,,,,,,,,,,,
H2afx,GMP,MEP,-0.128904064,0,3,,,,,,,,,,,,,,,,,,,,
Sirt2,GMP,MEP,-0.142293807,0,3,,,,,,,,,,,,,,,,,,,,
Wdr48,GMP,MEP,-0.151519275,0,3,,,,,,,,,,,,,,,,,,,,
Smarca1,GMP,MEP,-0.153061844,0,3,,,,,,,,,,,,,,,,,,,,
Mettl4,GMP,MEP,-0.154809394,0,3,,,,,,,,,,,,,,,,,,,,
Mettl1,GMP,MEP,-0.155947781,0,3,,,,,,,,,,,,,,,,,,,,
Msl3l2,GMP,MEP,-0.163592793,0,3,,,,,,,,,,,,,,,,,,,,
Ankrd32,GMP,MEP,-0.169118135,0,3,,,,,,,,,,,,,,,,,,,,
Ddx51,GMP,MEP,-0.178295317,0,3,,,,,,,,,,,,,,,,,,,,
Nono,GMP,MEP,-0.19258422,0,3,,,,,,,,,,,,,,,,,,,,
Zmynd11,GMP,MEP,-0.193618596,0,3,,,,,,,,,,,,,,,,,,,,
Hdgf,GMP,MEP,-0.195593825,0,3,,,,,,,,,,,,,,,,,,,,
Smchd1,GMP,MEP,-0.199423218,0,3,,,,,,,,,,,,,,,,,,,,
Arntl,GMP,MEP,-0.202820328,0,3,,,,,,,,,,,,,,,,,,,,
Prdm4,GMP,MEP,-0.206863839,0,3,,,,,,,,,,,,,,,,,,,,
Pwp1,GMP,MEP,-0.212258433,0,3,,,,,,,,,,,,,,,,,,,,
Pdp1,GMP,MEP,-0.22733018,0,3,,,,,,,,,,,,,,,,,,,,
Nek9,GMP,MEP,-0.232474575,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa5,GMP,MEP,-0.288807143,0,3,,,,,,,,,,,,,,,,,,,,
Sirt6,GMP,MEP,-0.294610299,0,3,,,,,,,,,,,,,,,,,,,,
Phf19,GMP,MEP,-0.296681884,0,3,,,,,,,,,,,,,,,,,,,,
Anp32e,GMP,MEP,-0.298484441,0,3,,,,,,,,,,,,,,,,,,,,
Sirt1,GMP,MEP,-0.300714923,0,3,,,,,,,,,,,,,,,,,,,,
Anp32a,GMP,MEP,-0.307194498,0,3,,,,,,,,,,,,,,,,,,,,
Ythdf3,GMP,MEP,-0.307891954,0,3,,,,,,,,,,,,,,,,,,,,
Msl1,GMP,MEP,-0.311074641,0,3,,,,,,,,,,,,,,,,,,,,
Eya2,GMP,MEP,-0.312658446,0,3,,,,,,,,,,,,,,,,,,,,
Ing4,GMP,MEP,-0.313517004,0,3,,,,,,,,,,,,,,,,,,,,
Mettl15,GMP,MEP,-0.322446751,0,3,,,,,,,,,,,,,,,,,,,,
Mysm1,GMP,MEP,-0.323020404,0,3,,,,,,,,,,,,,,,,,,,,
Prkag2,GMP,MEP,-0.331746504,0,3,,,,,,,,,,,,,,,,,,,,
Ino80b,GMP,MEP,-0.355442357,0,3,,,,,,,,,,,,,,,,,,,,
Smyd5,GMP,MEP,-0.360288607,0,3,,,,,,,,,,,,,,,,,,,,
Rnf40,GMP,MEP,-0.362496545,0,3,,,,,,,,,,,,,,,,,,,,
Med10,GMP,MEP,-0.365220663,0,3,,,,,,,,,,,,,,,,,,,,
Cir1,GMP,MEP,-0.369539864,0,3,,,,,,,,,,,,,,,,,,,,
Nek6,GMP,MEP,-0.374508647,0,3,,,,,,,,,,,,,,,,,,,,
Gtf2a1,GMP,MEP,-0.377975972,0,3,,,,,,,,,,,,,,,,,,,,
Mapkapk3,GMP,MEP,-0.378914005,0,3,,,,,,,,,,,,,,,,,,,,
Usp12,GMP,MEP,-0.388050279,0,3,,,,,,,,,,,,,,,,,,,,
Eid1,GMP,MEP,-0.392973452,0,3,,,,,,,,,,,,,,,,,,,,
Gse1,GMP,MEP,-0.39327195,0,3,,,,,,,,,,,,,,,,,,,,
Rsf1,GMP,MEP,-0.419302379,0,3,,,,,,,,,,,,,,,,,,,,
Ring1,GMP,MEP,-0.423982321,0,3,,,,,,,,,,,,,,,,,,,,
Snai2,GMP,MEP,-0.432270623,0,3,,,,,,,,,,,,,,,,,,,,
Mettl9,GMP,MEP,-0.441534639,0,3,,,,,,,,,,,,,,,,,,,,
Ddx39,GMP,MEP,-0.446314209,0,3,,,,,,,,,,,,,,,,,,,,
Atad2b,GMP,MEP,-0.450350808,0,3,,,,,,,,,,,,,,,,,,,,
Mdm4,GMP,MEP,-0.451969393,0,3,,,,,,,,,,,,,,,,,,,,
Sirt4,GMP,MEP,-0.455387308,0,3,,,,,,,,,,,,,,,,,,,,
Tyw5,GMP,MEP,-0.473951236,0,3,,,,,,,,,,,,,,,,,,,,
Med31,GMP,MEP,-0.477904011,0,3,,,,,,,,,,,,,,,,,,,,
Prkdc,GMP,MEP,-0.484175422,0,3,,,,,,,,,,,,,,,,,,,,
Usp11,GMP,MEP,-0.499226211,0,3,,,,,,,,,,,,,,,,,,,,
Prdm2,GMP,MEP,-0.499619764,0,3,,,,,,,,,,,,,,,,,,,,
Dido1,GMP,MEP,-0.501304296,0,3,,,,,,,,,,,,,,,,,,,,
Prkcd,GMP,MEP,-0.503430443,0,3,,,,,,,,,,,,,,,,,,,,
Per3,GMP,MEP,-0.518374519,0,3,,,,,,,,,,,,,,,,,,,,
Bcorl1,GMP,MEP,-0.521969732,0,3,,,,,,,,,,,,,,,,,,,,
Yy1,GMP,MEP,-0.528330429,0,3,,,,,,,,,,,,,,,,,,,,
Prkca,GMP,MEP,-0.531706173,0,3,,,,,,,,,,,,,,,,,,,,
Pprc1,GMP,MEP,-0.532249868,0,3,,,,,,,,,,,,,,,,,,,,
Arrb1,GMP,MEP,-0.53366064,0,3,,,,,,,,,,,,,,,,,,,,
Mphosph8,GMP,MEP,-0.539390044,0,3,,,,,,,,,,,,,,,,,,,,
Med23,GMP,MEP,-0.539591468,0,3,,,,,,,,,,,,,,,,,,,,
Rbl1,GMP,MEP,-0.547264256,0,3,,,,,,,,,,,,,,,,,,,,
Med8,GMP,MEP,-0.547708437,0,3,,,,,,,,,,,,,,,,,,,,
Yaf2,GMP,MEP,-0.55305262,0,3,,,,,,,,,,,,,,,,,,,,
Tbp,GMP,MEP,-0.553070562,0,3,,,,,,,,,,,,,,,,,,,,
Trim16,GMP,MEP,-0.554210096,0,3,,,,,,,,,,,,,,,,,,,,
Kdm5d,GMP,MEP,-0.562452278,0,3,,,,,,,,,,,,,,,,,,,,
Mbtd1,GMP,MEP,-0.568816818,0,3,,,,,,,,,,,,,,,,,,,,
H2afy,GMP,MEP,-0.582343675,0,3,,,,,,,,,,,,,,,,,,,,
Usp21,GMP,MEP,-0.598917736,0,3,,,,,,,,,,,,,,,,,,,,
Med13,GMP,MEP,-0.611553228,0,3,,,,,,,,,,,,,,,,,,,,
Hmga2,GMP,MEP,-0.622618467,0,3,,,,,,,,,,,,,,,,,,,,
Dnmt3l,GMP,MEP,-0.625623556,0,3,,,,,,,,,,,,,,,,,,,,
Baz2a,GMP,MEP,-0.631017724,0,3,,,,,,,,,,,,,,,,,,,,
Spen,GMP,MEP,-0.640157497,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4c,GMP,MEP,-0.640743298,0,3,,,,,,,,,,,,,,,,,,,,
Dnajc2,GMP,MEP,-0.665270805,0,3,,,,,,,,,,,,,,,,,,,,
Ino80,GMP,MEP,-0.668692499,0,3,,,,,,,,,,,,,,,,,,,,
Ubn1,GMP,MEP,-0.686038341,0,3,,,,,,,,,,,,,,,,,,,,
Mier2,GMP,MEP,-0.704464146,0,3,,,,,,,,,,,,,,,,,,,,
Asxl1,GMP,MEP,-0.706203748,0,3,,,,,,,,,,,,,,,,,,,,
Hmga1,GMP,MEP,-0.706895072,0,3,,,,,,,,,,,,,,,,,,,,
Brd2,GMP,MEP,-0.709173261,0,3,,,,,,,,,,,,,,,,,,,,
Padi4,GMP,MEP,-0.709897309,0,3,,,,,,,,,,,,,,,,,,,,
Atxn7,GMP,MEP,-0.730781853,0,3,,,,,,,,,,,,,,,,,,,,
Ino80c,GMP,MEP,-0.737585532,0,3,,,,,,,,,,,,,,,,,,,,
Anp32b,GMP,MEP,-0.742431064,0,3,,,,,,,,,,,,,,,,,,,,
Phf11b,GMP,MEP,-0.769999089,0,3,,,,,,,,,,,,,,,,,,,,
Cbx8,GMP,MEP,-0.784058765,0,3,,,,,,,,,,,,,,,,,,,,
Myo1c,GMP,MEP,-0.791557631,0,3,,,,,,,,,,,,,,,,,,,,
Prkab1,GMP,MEP,-0.796767062,0,3,,,,,,,,,,,,,,,,,,,,
Jarid2,GMP,MEP,-0.800750545,0,3,,,,,,,,,,,,,,,,,,,,
Hdac6,GMP,MEP,-0.808461298,0,3,,,,,,,,,,,,,,,,,,,,
Mycbp,GMP,MEP,-0.816538666,0,3,,,,,,,,,,,,,,,,,,,,
Arid5b,GMP,MEP,-0.821056473,0,3,,,,,,,,,,,,,,,,,,,,
Tle4,GMP,MEP,-0.827454974,0,3,,,,,,,,,,,,,,,,,,,,
Hmgb2,GMP,MEP,-0.854071705,0,3,,,,,,,,,,,,,,,,,,,,
Nsd1,GMP,MEP,-0.858019185,0,3,,,,,,,,,,,,,,,,,,,,
Atxn7l3,GMP,MEP,-0.858554081,0,3,,,,,,,,,,,,,,,,,,,,
Wsb2,GMP,MEP,-0.864918664,0,3,,,,,,,,,,,,,,,,,,,,
Med15,GMP,MEP,-0.872436849,0,3,,,,,,,,,,,,,,,,,,,,
Pbk,GMP,MEP,-0.877347406,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45b,GMP,MEP,-0.886243293,0,3,,,,,,,,,,,,,,,,,,,,
Uchl5,GMP,MEP,-0.894694105,0,3,,,,,,,,,,,,,,,,,,,,
Prkab2,GMP,MEP,-0.902210659,0,3,,,,,,,,,,,,,,,,,,,,
Arid5a,GMP,MEP,-0.910235801,0,3,,,,,,,,,,,,,,,,,,,,
Mllt11,GMP,MEP,-0.912261159,0,3,,,,,,,,,,,,,,,,,,,,
Ino80e,GMP,MEP,-0.923093397,0,3,,,,,,,,,,,,,,,,,,,,
Lrrfip1,GMP,MEP,-0.93735359,0,3,,,,,,,,,,,,,,,,,,,,
Ddx23,GMP,MEP,-0.937378323,0,3,,,,,,,,,,,,,,,,,,,,
Eya1,GMP,MEP,-0.964165164,0,3,,,,,,,,,,,,,,,,,,,,
Phf20,GMP,MEP,-0.98572859,0,3,,,,,,,,,,,,,,,,,,,,
Hmgxb3,GMP,MEP,-1.005806217,0,3,,,,,,,,,,,,,,,,,,,,
Kdm5c,GMP,MEP,-1.014083394,0,3,,,,,,,,,,,,,,,,,,,,
Msl3,GMP,MEP,-1.026498848,0,3,,,,,,,,,,,,,,,,,,,,
Zhx1,GMP,MEP,-1.03734581,0,3,,,,,,,,,,,,,,,,,,,,
Zmym3,GMP,MEP,-1.039325397,0,3,,,,,,,,,,,,,,,,,,,,
Kti12,GMP,MEP,-1.044681647,0,3,,,,,,,,,,,,,,,,,,,,
Taf9b,GMP,MEP,-1.055570597,0,3,,,,,,,,,,,,,,,,,,,,
Phc1,GMP,MEP,-1.069413925,0,3,,,,,,,,,,,,,,,,,,,,
Rnf2,GMP,MEP,-1.081505672,0,3,,,,,,,,,,,,,,,,,,,,
L3mbtl2,GMP,MEP,-1.100432414,0,3,,,,,,,,,,,,,,,,,,,,
Vdr,GMP,MEP,-1.134930962,0,3,,,,,,,,,,,,,,,,,,,,
Ddx27,GMP,MEP,-1.149787038,0,3,,,,,,,,,,,,,,,,,,,,
Wac,GMP,MEP,-1.179448467,0,3,,,,,,,,,,,,,,,,,,,,
Tet2,GMP,MEP,-1.190276337,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd1c,GMP,MEP,-1.212779571,0,3,,,,,,,,,,,,,,,,,,,,
Ube2e1,GMP,MEP,-1.229863864,0,3,,,,,,,,,,,,,,,,,,,,
Ube2a,GMP,MEP,-1.251672446,0,3,,,,,,,,,,,,,,,,,,,,
Mettl3,GMP,MEP,-1.256907774,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa7,GMP,MEP,-1.285279272,0,3,,,,,,,,,,,,,,,,,,,,
Mier1,GMP,MEP,-1.28555274,0,3,,,,,,,,,,,,,,,,,,,,
Tfpt,GMP,MEP,-1.287502793,0,3,,,,,,,,,,,,,,,,,,,,
Crebbp,GMP,MEP,-1.296633881,0,3,,,,,,,,,,,,,,,,,,,,
Med27,GMP,MEP,-1.305253463,0,3,,,,,,,,,,,,,,,,,,,,
Ing2,GMP,MEP,-1.310086413,0,3,,,,,,,,,,,,,,,,,,,,
Brwd3,GMP,MEP,-1.314523388,0,3,,,,,,,,,,,,,,,,,,,,
Sap130,GMP,MEP,-1.320642813,0,3,,,,,,,,,,,,,,,,,,,,
Pnrc2,GMP,MEP,-1.3539737,0,3,,,,,,,,,,,,,,,,,,,,
Pygo2,GMP,MEP,-1.366181724,0,3,,,,,,,,,,,,,,,,,,,,
Smc1a,GMP,MEP,-1.400979775,0,3,,,,,,,,,,,,,,,,,,,,
Sfmbt1,GMP,MEP,-1.432043276,0,3,,,,,,,,,,,,,,,,,,,,
Jade3,GMP,MEP,-1.484124655,0,3,,,,,,,,,,,,,,,,,,,,
Actr8,GMP,MEP,-1.501991834,0,3,,,,,,,,,,,,,,,,,,,,
Aurkb,GMP,MEP,-1.517492574,0,3,,,,,,,,,,,,,,,,,,,,
Brd1,GMP,MEP,-1.623274794,0,3,,,,,,,,,,,,,,,,,,,,
Taf7,GMP,MEP,-1.629118865,0,3,,,,,,,,,,,,,,,,,,,,
Ing1,GMP,MEP,-1.716907196,0,3,,,,,,,,,,,,,,,,,,,,
Med26,GMP,MEP,-1.742800921,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa2,GMP,MEP,-1.747719976,0,3,,,,,,,,,,,,,,,,,,,,
Psmc3,GMP,MEP,-1.774145755,0,3,,,,,,,,,,,,,,,,,,,,
Mettl5,GMP,MEP,-1.867697729,0,3,,,,,,,,,,,,,,,,,,,,
Bbx,GMP,MEP,-1.88240289,0,3,,,,,,,,,,,,,,,,,,,,
Taf4a,GMP,MEP,-2.017704918,0,3,,,,,,,,,,,,,,,,,,,,
Elp5,GMP,MEP,-2.268895045,0,3,,,,,,,,,,,,,,,,,,,,
Sp1,GMP,MEP,-2.271255766,0,3,,,,,,,,,,,,,,,,,,,,
Ep300,GMP,MEP,-2.277835817,0,3,,,,,,,,,,,,,,,,,,,,
Bcor,GMP,MEP,-2.36045155,0,3,,,,,,,,,,,,,,,,,,,,
Phf11a,GMP,MEP,-1.400454922,0,2,,,,,,,,,,,,,,,,,,,,
Spi1,GMP.CD11bGr1,GMP.DN,-6.903225517,13,13,,,,,,,,,,,,,,,,,,,,
Cebpa,GMP.CD11bGr1,GMP.DN,-3.119808415,6,13,,,,,,,,,,,,,,,,,,,,
Pax5,GMP.CD11bGr1,GMP.DN,-0.166202018,0,13,,,,,,,,,,,,,,,,,,,,
Gata2,GMP.CD11bGr1,GMP.DN,-0.249746311,0,13,,,,,,,,,,,,,,,,,,,,
Ebf1,GMP.CD11bGr1,GMP.DN,-0.30441343,0,13,,,,,,,,,,,,,,,,,,,,
Gata1,GMP.CD11bGr1,GMP.DN,-0.407142815,0,13,,,,,,,,,,,,,,,,,,,,
Mbd2,GMP.CD11bGr1,GMP.DN,0.632068782,1,10,,,,,,,,,,,,,,,,,,,,
Zfpm1,GMP.CD11bGr1,GMP.DN,0.13497623,0,10,,,,,,,,,,,,,,,,,,,,
Ezh2,GMP.CD11bGr1,GMP.DN,-0.182015427,0,10,,,,,,,,,,,,,,,,,,,,
Rai1,GMP.CD11bGr1,GMP.DN,0.186763838,0,7,,,,,,,,,,,,,,,,,,,,
Prdm16,GMP.CD11bGr1,GMP.DN,0.051406108,0,7,,,,,,,,,,,,,,,,,,,,
Kmt2d,GMP.CD11bGr1,GMP.DN,-5.355637688,4,6,,,,,,,,,,,,,,,,,,,,
Bcl11a,GMP.CD11bGr1,GMP.DN,1.397367466,2,6,,,,,,,,,,,,,,,,,,,,
Wdr5,GMP.CD11bGr1,GMP.DN,-0.350672697,2,6,,,,,,,,,,,,,,,,,,,,
Wdr82,GMP.CD11bGr1,GMP.DN,-1.253034142,2,6,,,,,,,,,,,,,,,,,,,,
Smarca5,GMP.CD11bGr1,GMP.DN,1.114504187,1,6,,,,,,,,,,,,,,,,,,,,
Smarce1,GMP.CD11bGr1,GMP.DN,0.988136938,1,6,,,,,,,,,,,,,,,,,,,,
Arid2,GMP.CD11bGr1,GMP.DN,0.870277533,1,6,,,,,,,,,,,,,,,,,,,,
Nup35,GMP.CD11bGr1,GMP.DN,0.702890375,1,6,,,,,,,,,,,,,,,,,,,,
Kmt2c,GMP.CD11bGr1,GMP.DN,0.2196531,1,6,,,,,,,,,,,,,,,,,,,,
Rbbp5,GMP.CD11bGr1,GMP.DN,-0.743457647,1,6,,,,,,,,,,,,,,,,,,,,
Smarcb1,GMP.CD11bGr1,GMP.DN,-1.166689492,1,6,,,,,,,,,,,,,,,,,,,,
Smarcd2,GMP.CD11bGr1,GMP.DN,-1.633822146,1,6,,,,,,,,,,,,,,,,,,,,
Gltscr1,GMP.CD11bGr1,GMP.DN,-1.851431405,1,6,,,,,,,,,,,,,,,,,,,,
Gltscr1l,GMP.CD11bGr1,GMP.DN,1.524821181,0,6,,,,,,,,,,,,,,,,,,,,
Men1,GMP.CD11bGr1,GMP.DN,1.406048694,0,6,,,,,,,,,,,,,,,,,,,,
Kdm5a,GMP.CD11bGr1,GMP.DN,1.334561378,0,6,,,,,,,,,,,,,,,,,,,,
Rbbp4,GMP.CD11bGr1,GMP.DN,1.057480382,0,6,,,,,,,,,,,,,,,,,,,,
Setd1a,GMP.CD11bGr1,GMP.DN,1.025517537,0,6,,,,,,,,,,,,,,,,,,,,
Rcor1,GMP.CD11bGr1,GMP.DN,0.878026444,0,6,,,,,,,,,,,,,,,,,,,,
Kmt2e,GMP.CD11bGr1,GMP.DN,0.861744851,0,6,,,,,,,,,,,,,,,,,,,,
Nup133,GMP.CD11bGr1,GMP.DN,0.851868832,0,6,,,,,,,,,,,,,,,,,,,,
Nup62,GMP.CD11bGr1,GMP.DN,0.812894845,0,6,,,,,,,,,,,,,,,,,,,,
Pbrm1,GMP.CD11bGr1,GMP.DN,0.693345018,0,6,,,,,,,,,,,,,,,,,,,,
Tbl1xr1,GMP.CD11bGr1,GMP.DN,0.64965909,0,6,,,,,,,,,,,,,,,,,,,,
Arid1a,GMP.CD11bGr1,GMP.DN,0.592068723,0,6,,,,,,,,,,,,,,,,,,,,
Smarcc2,GMP.CD11bGr1,GMP.DN,0.585788098,0,6,,,,,,,,,,,,,,,,,,,,
Actl6a,GMP.CD11bGr1,GMP.DN,0.534168874,0,6,,,,,,,,,,,,,,,,,,,,
Bcl7a,GMP.CD11bGr1,GMP.DN,0.520292344,0,6,,,,,,,,,,,,,,,,,,,,
Kmt2b,GMP.CD11bGr1,GMP.DN,0.507169643,0,6,,,,,,,,,,,,,,,,,,,,
Smarcal1,GMP.CD11bGr1,GMP.DN,0.499229931,0,6,,,,,,,,,,,,,,,,,,,,
Dpf3,GMP.CD11bGr1,GMP.DN,0.49716118,0,6,,,,,,,,,,,,,,,,,,,,
Dpy30,GMP.CD11bGr1,GMP.DN,0.493951288,0,6,,,,,,,,,,,,,,,,,,,,
Nup50,GMP.CD11bGr1,GMP.DN,0.47759317,0,6,,,,,,,,,,,,,,,,,,,,
Bcl7b,GMP.CD11bGr1,GMP.DN,0.45828809,0,6,,,,,,,,,,,,,,,,,,,,
Mbd3,GMP.CD11bGr1,GMP.DN,0.438130676,0,6,,,,,,,,,,,,,,,,,,,,
Nupr1,GMP.CD11bGr1,GMP.DN,0.420563431,0,6,,,,,,,,,,,,,,,,,,,,
Hdac3,GMP.CD11bGr1,GMP.DN,0.41924988,0,6,,,,,,,,,,,,,,,,,,,,
Kdm5b,GMP.CD11bGr1,GMP.DN,0.346992008,0,6,,,,,,,,,,,,,,,,,,,,
Smarcc1,GMP.CD11bGr1,GMP.DN,0.309637806,0,6,,,,,,,,,,,,,,,,,,,,
Brd7,GMP.CD11bGr1,GMP.DN,0.292787073,0,6,,,,,,,,,,,,,,,,,,,,
Mta2,GMP.CD11bGr1,GMP.DN,0.290696046,0,6,,,,,,,,,,,,,,,,,,,,
Nup43,GMP.CD11bGr1,GMP.DN,0.265891366,0,6,,,,,,,,,,,,,,,,,,,,
Cxxc1,GMP.CD11bGr1,GMP.DN,0.257693267,0,6,,,,,,,,,,,,,,,,,,,,
Arid1b,GMP.CD11bGr1,GMP.DN,0.255803333,0,6,,,,,,,,,,,,,,,,,,,,
Smarcd1,GMP.CD11bGr1,GMP.DN,0.24206226,0,6,,,,,,,,,,,,,,,,,,,,
Ss18l1,GMP.CD11bGr1,GMP.DN,0.219067574,0,6,,,,,,,,,,,,,,,,,,,,
Tbl1x,GMP.CD11bGr1,GMP.DN,0.217757111,0,6,,,,,,,,,,,,,,,,,,,,
Brd9,GMP.CD11bGr1,GMP.DN,0.212320195,0,6,,,,,,,,,,,,,,,,,,,,
Chd3,GMP.CD11bGr1,GMP.DN,0.205524359,0,6,,,,,,,,,,,,,,,,,,,,
Kmt2a,GMP.CD11bGr1,GMP.DN,0.195827423,0,6,,,,,,,,,,,,,,,,,,,,
Chd4,GMP.CD11bGr1,GMP.DN,0.169778475,0,6,,,,,,,,,,,,,,,,,,,,
Ss18,GMP.CD11bGr1,GMP.DN,0.158384072,0,6,,,,,,,,,,,,,,,,,,,,
Rbbp7,GMP.CD11bGr1,GMP.DN,0.140838201,0,6,,,,,,,,,,,,,,,,,,,,
Kdm1a,GMP.CD11bGr1,GMP.DN,0.13950198,0,6,,,,,,,,,,,,,,,,,,,,
Pagr1a,GMP.CD11bGr1,GMP.DN,0.106545747,0,6,,,,,,,,,,,,,,,,,,,,
Smarca2,GMP.CD11bGr1,GMP.DN,0.105389159,0,6,,,,,,,,,,,,,,,,,,,,
Rest,GMP.CD11bGr1,GMP.DN,0.089388643,0,6,,,,,,,,,,,,,,,,,,,,
Paxip1,GMP.CD11bGr1,GMP.DN,0.08133944,0,6,,,,,,,,,,,,,,,,,,,,
Ncor2,GMP.CD11bGr1,GMP.DN,0.066652463,0,6,,,,,,,,,,,,,,,,,,,,
Smarcad1,GMP.CD11bGr1,GMP.DN,0.041471634,0,6,,,,,,,,,,,,,,,,,,,,
Ezh1,GMP.CD11bGr1,GMP.DN,0.039845248,0,6,,,,,,,,,,,,,,,,,,,,
Bptf,GMP.CD11bGr1,GMP.DN,0.031557434,0,6,,,,,,,,,,,,,,,,,,,,
Kat8,GMP.CD11bGr1,GMP.DN,0.028567451,0,6,,,,,,,,,,,,,,,,,,,,
Nup153,GMP.CD11bGr1,GMP.DN,-0.010885806,0,6,,,,,,,,,,,,,,,,,,,,
Bcl11b,GMP.CD11bGr1,GMP.DN,-0.041461063,0,6,,,,,,,,,,,,,,,,,,,,
Ncoa6,GMP.CD11bGr1,GMP.DN,-0.174698586,0,6,,,,,,,,,,,,,,,,,,,,
Dpf2,GMP.CD11bGr1,GMP.DN,-0.231559039,0,6,,,,,,,,,,,,,,,,,,,,
Mta3,GMP.CD11bGr1,GMP.DN,-0.237794876,0,6,,,,,,,,,,,,,,,,,,,,
Ash2l,GMP.CD11bGr1,GMP.DN,-0.372922205,0,6,,,,,,,,,,,,,,,,,,,,
Setd1b,GMP.CD11bGr1,GMP.DN,-0.380123229,0,6,,,,,,,,,,,,,,,,,,,,
Hcfc1,GMP.CD11bGr1,GMP.DN,-0.445562488,0,6,,,,,,,,,,,,,,,,,,,,
Nup85,GMP.CD11bGr1,GMP.DN,-0.45951371,0,6,,,,,,,,,,,,,,,,,,,,
Hdac1,GMP.CD11bGr1,GMP.DN,-0.565436183,0,6,,,,,,,,,,,,,,,,,,,,
Hdac2,GMP.CD11bGr1,GMP.DN,-0.570410984,0,6,,,,,,,,,,,,,,,,,,,,
Phf10,GMP.CD11bGr1,GMP.DN,-0.647969304,0,6,,,,,,,,,,,,,,,,,,,,
Ncor1,GMP.CD11bGr1,GMP.DN,-0.676824308,0,6,,,,,,,,,,,,,,,,,,,,
Smarca4,GMP.CD11bGr1,GMP.DN,-1.119330558,0,6,,,,,,,,,,,,,,,,,,,,
Cbx3,GMP.CD11bGr1,GMP.DN,1.105352909,1,4,,,,,,,,,,,,,,,,,,,,
Suv39h2,GMP.CD11bGr1,GMP.DN,1.324111728,0,4,,,,,,,,,,,,,,,,,,,,
Uhrf1,GMP.CD11bGr1,GMP.DN,0.966696395,0,4,,,,,,,,,,,,,,,,,,,,
Ncapd2,GMP.CD11bGr1,GMP.DN,0.966214797,0,4,,,,,,,,,,,,,,,,,,,,
Suv420h1,GMP.CD11bGr1,GMP.DN,0.798900752,0,4,,,,,,,,,,,,,,,,,,,,
Chd2,GMP.CD11bGr1,GMP.DN,0.67096705,0,4,,,,,,,,,,,,,,,,,,,,
Dnmt1,GMP.CD11bGr1,GMP.DN,0.627813982,0,4,,,,,,,,,,,,,,,,,,,,
Hdac7,GMP.CD11bGr1,GMP.DN,0.625549188,0,4,,,,,,,,,,,,,,,,,,,,
Sap30,GMP.CD11bGr1,GMP.DN,0.544009217,0,4,,,,,,,,,,,,,,,,,,,,
Ash1l,GMP.CD11bGr1,GMP.DN,0.506355226,0,4,,,,,,,,,,,,,,,,,,,,
Phf21a,GMP.CD11bGr1,GMP.DN,0.44423146,0,4,,,,,,,,,,,,,,,,,,,,
Prmt7,GMP.CD11bGr1,GMP.DN,0.373728418,0,4,,,,,,,,,,,,,,,,,,,,
Hat1,GMP.CD11bGr1,GMP.DN,0.369887755,0,4,,,,,,,,,,,,,,,,,,,,
Kat2a,GMP.CD11bGr1,GMP.DN,0.360255239,0,4,,,,,,,,,,,,,,,,,,,,
Prmt2,GMP.CD11bGr1,GMP.DN,0.350942777,0,4,,,,,,,,,,,,,,,,,,,,
Sirt3,GMP.CD11bGr1,GMP.DN,0.347751969,0,4,,,,,,,,,,,,,,,,,,,,
Dnmt3a,GMP.CD11bGr1,GMP.DN,0.321341215,0,4,,,,,,,,,,,,,,,,,,,,
Mbd5,GMP.CD11bGr1,GMP.DN,0.268334859,0,4,,,,,,,,,,,,,,,,,,,,
Carm1,GMP.CD11bGr1,GMP.DN,0.265370924,0,4,,,,,,,,,,,,,,,,,,,,
Trim28,GMP.CD11bGr1,GMP.DN,0.231251851,0,4,,,,,,,,,,,,,,,,,,,,
Baz1b,GMP.CD11bGr1,GMP.DN,0.15280266,0,4,,,,,,,,,,,,,,,,,,,,
Prmt6,GMP.CD11bGr1,GMP.DN,0.140750141,0,4,,,,,,,,,,,,,,,,,,,,
Asf1a,GMP.CD11bGr1,GMP.DN,0.135320349,0,4,,,,,,,,,,,,,,,,,,,,
Setdb1,GMP.CD11bGr1,GMP.DN,0.134166102,0,4,,,,,,,,,,,,,,,,,,,,
Cbx5,GMP.CD11bGr1,GMP.DN,0.116342016,0,4,,,,,,,,,,,,,,,,,,,,
Setd7,GMP.CD11bGr1,GMP.DN,0.112841243,0,4,,,,,,,,,,,,,,,,,,,,
Setd8,GMP.CD11bGr1,GMP.DN,0.107954916,0,4,,,,,,,,,,,,,,,,,,,,
Setd4,GMP.CD11bGr1,GMP.DN,0.105524104,0,4,,,,,,,,,,,,,,,,,,,,
Chaf1b,GMP.CD11bGr1,GMP.DN,0.085786604,0,4,,,,,,,,,,,,,,,,,,,,
Cbx6,GMP.CD11bGr1,GMP.DN,0.028438432,0,4,,,,,,,,,,,,,,,,,,,,
